# alert ephemeris (community pipeline, approximate): P_alert = 8.37 d, t0_alert = 8.2 d
t_days,flux_rel,sigma_flux
20.375000,1.007124,0.001276
20.395833,1.009769,0.001276
20.416667,1.005743,0.001276
20.437500,1.008388,0.001276
20.458333,1.004446,0.001276
20.479167,1.006703,0.001276
20.500000,1.005411,0.001276
20.520833,1.005810,0.001276
20.541667,1.006761,0.001276
20.562500,1.008040,0.001276
20.583333,1.005307,0.001276
20.604167,1.006223,0.001276
20.625000,1.005711,0.001276
20.645833,1.006311,0.001276
20.666667,1.007436,0.001276
20.687500,1.005762,0.001276
20.708333,1.008244,0.001276
20.729167,1.005316,0.001276
20.750000,1.004949,0.001276
20.770833,1.008123,0.001276
20.791667,1.006599,0.001276
20.812500,1.006496,0.001276
20.833333,1.005851,0.001276
20.854167,1.006715,0.001276
20.875000,1.007558,0.001276
20.895833,1.005514,0.001276
20.916667,1.004551,0.001276
20.937500,1.005147,0.001276
20.958333,1.007554,0.001276
20.979167,1.006682,0.001276
21.000000,1.005148,0.001276
21.020833,1.005528,0.001276
21.041667,1.005585,0.001276
21.062500,1.005198,0.001276
21.083333,1.007115,0.001276
21.104167,1.005546,0.001276
21.125000,1.008456,0.001276
21.145833,1.005531,0.001276
21.166667,1.002978,0.001276
21.187500,1.005001,0.001276
21.208333,1.003545,0.001276
21.229167,1.005179,0.001276
21.250000,1.003616,0.001276
21.270833,1.004070,0.001276
21.291667,1.004043,0.001276
21.312500,1.003752,0.001276
21.333333,1.002888,0.001276
21.354167,1.004814,0.001276
21.375000,1.002836,0.001276
21.395833,1.004599,0.001276
21.416667,1.005663,0.001276
21.437500,1.004434,0.001276
21.458333,1.006595,0.001276
21.479167,1.003284,0.001276
21.500000,1.005511,0.001276
21.520833,1.005291,0.001276
21.541667,1.006137,0.001276
21.562500,1.006851,0.001276
21.583333,1.003482,0.001276
21.604167,1.004383,0.001276
21.625000,1.002061,0.001276
21.645833,1.003434,0.001276
21.666667,1.003231,0.001276
21.687500,1.005949,0.001276
21.708333,1.004132,0.001276
21.729167,1.005045,0.001276
21.750000,1.005173,0.001276
21.770833,1.006508,0.001276
21.791667,1.004851,0.001276
21.812500,1.005763,0.001276
21.833333,1.002759,0.001276
21.854167,1.003128,0.001276
21.875000,1.002124,0.001276
21.895833,1.003995,0.001276
21.916667,1.005566,0.001276
21.937500,1.002523,0.001276
21.958333,1.003689,0.001276
21.979167,1.002483,0.001276
22.000000,1.000739,0.001276
22.020833,1.001206,0.001276
22.041667,1.002989,0.001276
22.062500,1.001772,0.001276
22.083333,1.003194,0.001276
22.104167,1.004481,0.001276
22.125000,1.002522,0.001276
22.145833,1.006273,0.001276
22.166667,1.002430,0.001276
22.187500,1.004057,0.001276
22.208333,1.004034,0.001276
22.229167,1.005697,0.001276
22.250000,1.004294,0.001276
22.270833,1.002465,0.001276
22.291667,1.005701,0.001276
22.312500,1.005263,0.001276
22.333333,1.003778,0.001276
22.354167,1.002091,0.001276
22.375000,1.002985,0.001276
22.395833,1.003643,0.001276
22.416667,1.003422,0.001276
22.437500,1.002975,0.001276
22.458333,1.002099,0.001276
22.479167,1.004030,0.001276
22.500000,1.003392,0.001276
22.520833,1.000453,0.001276
22.541667,1.000045,0.001276
22.562500,1.000962,0.001276
22.583333,1.003809,0.001276
22.604167,0.999522,0.001276
22.625000,1.000092,0.001276
22.645833,1.002441,0.001276
22.666667,1.001681,0.001276
22.687500,1.000131,0.001276
22.708333,1.001063,0.001276
22.729167,1.000615,0.001276
22.750000,1.001100,0.001276
22.770833,1.000944,0.001276
22.791667,0.999490,0.001276
22.812500,0.999241,0.001276
22.833333,0.998874,0.001276
22.854167,0.999264,0.001276
22.875000,0.998485,0.001276
22.895833,1.000486,0.001276
22.916667,0.999377,0.001276
22.937500,0.999015,0.001276
22.958333,0.998419,0.001276
22.979167,1.000977,0.001276
23.000000,0.998697,0.001276
23.020833,0.997653,0.001276
23.041667,0.998202,0.001276
23.062500,0.998549,0.001276
23.083333,0.999092,0.001276
23.104167,0.998531,0.001276
23.125000,1.000691,0.001276
23.145833,0.999493,0.001276
23.166667,0.998491,0.001276
23.187500,0.998520,0.001276
23.208333,0.999450,0.001276
23.229167,0.998892,0.001276
23.250000,1.002091,0.001276
23.270833,1.000051,0.001276
23.291667,1.000214,0.001276
23.312500,1.002497,0.001276
23.333333,0.998825,0.001276
23.354167,0.998209,0.001276
23.375000,0.998767,0.001276
23.395833,1.001150,0.001276
23.416667,0.998290,0.001276
23.437500,0.997774,0.001276
23.458333,0.996640,0.001276
23.479167,0.998139,0.001276
23.500000,1.000106,0.001276
23.520833,0.998548,0.001276
23.541667,0.999992,0.001276
23.562500,0.996791,0.001276
23.583333,1.001125,0.001276
23.604167,0.997944,0.001276
23.625000,0.996413,0.001276
23.645833,0.996755,0.001276
23.666667,0.996751,0.001276
23.687500,0.997275,0.001276
23.708333,0.996286,0.001276
23.729167,0.997781,0.001276
23.750000,0.996185,0.001276
23.770833,0.997341,0.001276
23.791667,0.995979,0.001276
23.812500,0.997005,0.001276
23.833333,0.996597,0.001276
23.854167,0.994948,0.001276
23.875000,0.996676,0.001276
23.895833,0.996665,0.001276
23.916667,0.998315,0.001276
23.937500,0.997389,0.001276
23.958333,0.997439,0.001276
23.979167,0.997416,0.001276
24.000000,0.998245,0.001276
24.020833,0.996488,0.001276
24.041667,0.995743,0.001276
24.062500,0.996224,0.001276
24.083333,1.000049,0.001276
24.104167,0.998625,0.001276
24.125000,0.996719,0.001276
24.145833,0.994666,0.001276
24.166667,0.997350,0.001276
24.187500,0.998129,0.001276
24.208333,0.996746,0.001276
24.229167,0.995164,0.001276
24.250000,0.996992,0.001276
24.270833,0.997174,0.001276
24.291667,0.995077,0.001276
24.312500,0.999056,0.001276
24.333333,0.997753,0.001276
24.354167,0.997554,0.001276
24.375000,0.996397,0.001276
24.395833,0.997908,0.001276
24.416667,0.999989,0.001276
24.437500,0.996496,0.001276
24.458333,0.996961,0.001276
24.479167,0.997312,0.001276
24.500000,0.997388,0.001276
24.520833,0.999224,0.001276
24.541667,0.997538,0.001276
24.562500,0.998310,0.001276
24.583333,0.999396,0.001276
24.604167,0.996959,0.001276
24.625000,0.995863,0.001276
24.645833,0.994587,0.001276
24.666667,0.996899,0.001276
24.687500,0.998388,0.001276
24.708333,0.996092,0.001276
24.729167,0.997642,0.001276
24.750000,0.996131,0.001276
24.770833,0.993575,0.001276
24.791667,0.998506,0.001276
24.812500,0.997030,0.001276
24.833333,0.994976,0.001276
24.854167,0.997519,0.001276
24.875000,0.993699,0.001276
24.895833,0.994995,0.001276
24.916667,0.991385,0.001276
24.937500,0.996822,0.001276
24.958333,0.992529,0.001276
24.979167,0.995030,0.001276
25.000000,0.998484,0.001276
25.020833,0.996180,0.001276
25.041667,0.997984,0.001276
25.062500,0.998231,0.001276
25.083333,0.996328,0.001276
25.104167,0.997050,0.001276
25.125000,0.997557,0.001276
25.145833,0.994867,0.001276
25.166667,0.996678,0.001276
25.187500,0.998354,0.001276
25.208333,0.996658,0.001276
25.229167,0.996229,0.001276
25.250000,0.997414,0.001276
25.270833,0.996608,0.001276
25.291667,0.997333,0.001276
25.312500,0.999866,0.001276
25.333333,0.997949,0.001276
25.354167,0.999014,0.001276
25.375000,0.999433,0.001276
25.395833,0.999296,0.001276
25.416667,0.996509,0.001276
25.437500,0.997033,0.001276
25.458333,0.998846,0.001276
25.479167,0.997626,0.001276
25.500000,0.999698,0.001276
25.520833,0.997526,0.001276
25.541667,0.997300,0.001276
25.562500,0.997960,0.001276
25.583333,0.997365,0.001276
25.604167,0.996337,0.001276
25.625000,1.000832,0.001276
25.645833,0.997848,0.001276
25.666667,0.999695,0.001276
25.687500,0.996509,0.001276
25.708333,0.996654,0.001276
25.729167,0.998591,0.001276
25.750000,0.997144,0.001276
25.770833,0.998125,0.001276
25.791667,0.998582,0.001276
25.812500,0.999827,0.001276
25.833333,0.999036,0.001276
25.854167,1.000106,0.001276
25.875000,0.998837,0.001276
25.895833,0.998933,0.001276
25.916667,0.998766,0.001276
25.937500,0.996465,0.001276
25.958333,0.998144,0.001276
25.979167,0.995761,0.001276
26.000000,0.996599,0.001276
26.020833,0.997795,0.001276
26.041667,0.998671,0.001276
26.062500,0.998215,0.001276
26.083333,0.997893,0.001276
26.104167,0.996874,0.001276
26.125000,0.997064,0.001276
26.145833,0.999131,0.001276
26.166667,1.000535,0.001276
26.187500,0.997253,0.001276
26.208333,0.999039,0.001276
26.229167,0.997111,0.001276
26.250000,1.000210,0.001276
26.270833,0.999135,0.001276
26.291667,0.998774,0.001276
26.312500,1.000235,0.001276
26.333333,0.997371,0.001276
26.354167,0.996690,0.001276
26.375000,0.998311,0.001276
26.395833,0.995011,0.001276
26.416667,0.996164,0.001276
26.437500,0.999815,0.001276
26.458333,1.000608,0.001276
26.479167,0.997100,0.001276
26.500000,0.998798,0.001276
26.520833,0.999437,0.001276
26.541667,0.998538,0.001276
26.562500,0.997575,0.001276
26.583333,0.999543,0.001276
26.604167,0.998097,0.001276
26.625000,0.997888,0.001276
26.645833,0.999216,0.001276
26.666667,1.000216,0.001276
26.687500,1.000196,0.001276
26.708333,1.001773,0.001276
26.729167,0.996500,0.001276
26.750000,0.998980,0.001276
26.770833,0.999333,0.001276
26.791667,0.999666,0.001276
26.812500,0.997751,0.001276
26.833333,0.998049,0.001276
26.854167,0.999104,0.001276
26.875000,0.998702,0.001276
26.895833,0.998955,0.001276
26.916667,0.997087,0.001276
26.937500,0.998390,0.001276
26.958333,1.000224,0.001276
26.979167,0.997997,0.001276
27.000000,0.997541,0.001276
27.020833,0.996899,0.001276
27.041667,0.998602,0.001276
27.062500,0.997154,0.001276
27.083333,1.000166,0.001276
27.104167,0.997601,0.001276
27.125000,0.995120,0.001276
27.145833,0.997742,0.001276
27.166667,0.996868,0.001276
27.187500,0.997212,0.001276
27.208333,0.996389,0.001276
27.229167,0.996038,0.001276
27.250000,0.997764,0.001276
27.270833,0.995074,0.001276
27.291667,0.995280,0.001276
27.312500,0.998870,0.001276
27.333333,0.996621,0.001276
27.354167,1.000522,0.001276
27.375000,0.995886,0.001276
27.395833,0.996885,0.001276
