# alert ephemeris (community pipeline, approximate): P_alert = 5.91 d, t0_alert = 0.8 d
t_days,flux_rel,sigma_flux
20.375000,1.000598,0.001030
20.395833,1.001338,0.001030
20.416667,1.001932,0.001030
20.437500,1.002258,0.001030
20.458333,0.999494,0.001030
20.479167,1.000851,0.001030
20.500000,1.002464,0.001030
20.520833,1.000720,0.001030
20.541667,1.000481,0.001030
20.562500,1.000633,0.001030
20.583333,1.003208,0.001030
20.604167,1.002135,0.001030
20.625000,1.002480,0.001030
20.645833,1.000087,0.001030
20.666667,1.001345,0.001030
20.687500,1.000049,0.001030
20.708333,1.000867,0.001030
20.729167,1.003090,0.001030
20.750000,1.003047,0.001030
20.770833,1.003813,0.001030
20.791667,1.004816,0.001030
20.812500,1.003713,0.001030
20.833333,1.004823,0.001030
20.854167,1.004579,0.001030
20.875000,1.005309,0.001030
20.895833,1.001578,0.001030
20.916667,1.002540,0.001030
20.937500,1.000770,0.001030
20.958333,1.002102,0.001030
20.979167,1.002538,0.001030
21.000000,1.003486,0.001030
21.020833,1.003257,0.001030
21.041667,1.005836,0.001030
21.062500,1.005942,0.001030
21.083333,1.005465,0.001030
21.104167,1.005311,0.001030
21.125000,1.005655,0.001030
21.145833,1.005879,0.001030
21.166667,1.004845,0.001030
21.187500,1.007622,0.001030
21.208333,1.006952,0.001030
21.229167,1.004678,0.001030
21.250000,1.004512,0.001030
21.270833,1.004603,0.001030
21.291667,1.001960,0.001030
21.312500,1.003879,0.001030
21.333333,1.005875,0.001030
21.354167,1.006078,0.001030
21.375000,1.002311,0.001030
21.395833,1.003721,0.001030
21.416667,1.001690,0.001030
21.437500,1.003924,0.001030
21.458333,1.003205,0.001030
21.479167,1.000520,0.001030
21.500000,1.004074,0.001030
21.520833,1.004317,0.001030
21.541667,1.002021,0.001030
21.562500,1.003223,0.001030
21.583333,1.002976,0.001030
21.604167,1.002581,0.001030
21.625000,1.002310,0.001030
21.645833,1.000119,0.001030
21.666667,1.001036,0.001030
21.687500,1.002848,0.001030
21.708333,1.002409,0.001030
21.729167,1.005273,0.001030
21.750000,1.001892,0.001030
21.770833,1.001527,0.001030
21.791667,1.003188,0.001030
21.812500,1.003306,0.001030
21.833333,1.001266,0.001030
21.854167,1.001256,0.001030
21.875000,1.001858,0.001030
21.895833,1.003268,0.001030
21.916667,0.999492,0.001030
21.937500,1.002491,0.001030
21.958333,0.999041,0.001030
21.979167,0.999243,0.001030
22.000000,1.000097,0.001030
22.020833,1.001856,0.001030
22.041667,0.998670,0.001030
22.062500,1.000295,0.001030
22.083333,0.999019,0.001030
22.104167,0.998455,0.001030
22.125000,0.998332,0.001030
22.145833,0.998500,0.001030
22.166667,0.997582,0.001030
22.187500,0.995172,0.001030
22.208333,0.996492,0.001030
22.229167,0.997429,0.001030
22.250000,0.997960,0.001030
22.270833,0.998401,0.001030
22.291667,0.995140,0.001030
22.312500,0.993686,0.001030
22.333333,0.994483,0.001030
22.354167,0.992259,0.001030
22.375000,0.994674,0.001030
22.395833,0.994674,0.001030
22.416667,0.994966,0.001030
22.437500,0.994096,0.001030
22.458333,0.997101,0.001030
22.479167,0.996398,0.001030
22.500000,1.000022,0.001030
22.520833,0.998630,0.001030
22.541667,1.000379,0.001030
22.562500,0.999722,0.001030
22.583333,1.001857,0.001030
22.604167,1.002047,0.001030
22.625000,0.999204,0.001030
22.645833,1.001867,0.001030
22.666667,0.998985,0.001030
22.687500,0.998570,0.001030
22.708333,0.997821,0.001030
22.729167,0.998094,0.001030
22.750000,0.997081,0.001030
22.770833,0.998389,0.001030
22.791667,0.994380,0.001030
22.812500,0.997073,0.001030
22.833333,0.995232,0.001030
22.854167,0.991701,0.001030
22.875000,0.994658,0.001030
22.895833,0.996716,0.001030
22.916667,0.996666,0.001030
22.937500,0.995462,0.001030
22.958333,0.995647,0.001030
22.979167,0.994526,0.001030
23.000000,0.994405,0.001030
23.020833,0.996375,0.001030
23.041667,0.996025,0.001030
23.062500,0.994883,0.001030
23.083333,0.995447,0.001030
23.104167,0.995187,0.001030
23.125000,0.996141,0.001030
23.145833,0.994155,0.001030
23.166667,0.995658,0.001030
23.187500,0.996392,0.001030
23.208333,0.995732,0.001030
23.229167,0.990937,0.001030
23.250000,0.993384,0.001030
23.270833,0.993734,0.001030
23.291667,0.994206,0.001030
23.312500,0.997277,0.001030
23.333333,0.995189,0.001030
23.354167,0.991909,0.001030
23.375000,0.993622,0.001030
23.395833,0.993078,0.001030
23.416667,0.989579,0.001030
23.437500,0.990468,0.001030
23.458333,0.991402,0.001030
23.479167,0.994496,0.001030
23.500000,0.992890,0.001030
23.520833,0.992765,0.001030
23.541667,0.990508,0.001030
23.562500,0.991640,0.001030
23.583333,0.992471,0.001030
23.604167,0.990023,0.001030
23.625000,0.991111,0.001030
23.645833,0.993122,0.001030
23.666667,0.992330,0.001030
23.687500,0.991721,0.001030
23.708333,0.991722,0.001030
23.729167,0.992738,0.001030
23.750000,0.991189,0.001030
23.770833,0.994124,0.001030
23.791667,0.993721,0.001030
23.812500,0.996105,0.001030
23.833333,0.995539,0.001030
23.854167,0.995442,0.001030
23.875000,0.993779,0.001030
23.895833,0.992923,0.001030
23.916667,0.991718,0.001030
23.937500,0.991749,0.001030
23.958333,0.993324,0.001030
23.979167,0.990122,0.001030
24.000000,0.992364,0.001030
24.020833,0.993881,0.001030
24.041667,0.992687,0.001030
24.062500,0.992237,0.001030
24.083333,0.995187,0.001030
24.104167,0.992656,0.001030
24.125000,0.996012,0.001030
24.145833,0.995910,0.001030
24.166667,0.993664,0.001030
24.187500,0.994084,0.001030
24.208333,0.995031,0.001030
24.229167,0.995679,0.001030
24.250000,0.995687,0.001030
24.270833,0.995004,0.001030
24.291667,0.995620,0.001030
24.312500,0.994870,0.001030
24.333333,0.994314,0.001030
24.354167,0.995948,0.001030
24.375000,0.997392,0.001030
24.395833,0.990610,0.001030
24.416667,0.991444,0.001030
24.437500,0.991828,0.001030
24.458333,0.993515,0.001030
24.479167,0.999081,0.001030
24.500000,0.996829,0.001030
24.520833,0.999173,0.001030
24.541667,0.996718,0.001030
24.562500,0.997532,0.001030
24.583333,0.996903,0.001030
24.604167,0.996421,0.001030
24.625000,0.997256,0.001030
24.645833,0.996887,0.001030
24.666667,0.998481,0.001030
24.687500,0.996550,0.001030
24.708333,0.999191,0.001030
24.729167,0.999580,0.001030
24.750000,0.997533,0.001030
24.770833,0.996036,0.001030
24.791667,0.998280,0.001030
24.812500,0.997749,0.001030
24.833333,0.999271,0.001030
24.854167,0.998666,0.001030
24.875000,0.998766,0.001030
24.895833,1.000623,0.001030
24.916667,0.998362,0.001030
24.937500,0.997976,0.001030
24.958333,0.999339,0.001030
24.979167,0.995677,0.001030
25.000000,0.997734,0.001030
25.020833,0.998587,0.001030
25.041667,0.998597,0.001030
25.062500,0.995312,0.001030
25.083333,0.997431,0.001030
25.104167,0.997418,0.001030
25.125000,0.995478,0.001030
25.145833,0.998300,0.001030
25.166667,0.998245,0.001030
25.187500,0.997673,0.001030
25.208333,0.999938,0.001030
25.229167,1.002382,0.001030
25.250000,0.998812,0.001030
25.270833,0.999698,0.001030
25.291667,0.997443,0.001030
25.312500,0.996904,0.001030
25.333333,0.997454,0.001030
25.354167,0.996697,0.001030
25.375000,0.997630,0.001030
25.395833,0.996854,0.001030
25.416667,0.999877,0.001030
25.437500,0.997687,0.001030
25.458333,0.998213,0.001030
25.479167,0.999942,0.001030
25.500000,0.997197,0.001030
25.520833,0.997405,0.001030
25.541667,0.997443,0.001030
25.562500,0.999373,0.001030
25.583333,0.996954,0.001030
25.604167,0.999561,0.001030
25.625000,0.997654,0.001030
25.645833,0.998521,0.001030
25.666667,0.999723,0.001030
25.687500,0.998010,0.001030
25.708333,0.997108,0.001030
25.729167,0.997200,0.001030
25.750000,0.997918,0.001030
25.770833,0.997731,0.001030
25.791667,0.998282,0.001030
25.812500,0.997027,0.001030
25.833333,0.995395,0.001030
25.854167,0.996024,0.001030
25.875000,0.997072,0.001030
25.895833,0.998643,0.001030
25.916667,0.998712,0.001030
25.937500,0.999064,0.001030
25.958333,0.998508,0.001030
25.979167,0.999678,0.001030
26.000000,0.998949,0.001030
26.020833,1.000258,0.001030
26.041667,1.001489,0.001030
26.062500,1.001694,0.001030
26.083333,1.001941,0.001030
26.104167,1.001839,0.001030
26.125000,1.001918,0.001030
26.145833,0.999327,0.001030
26.166667,1.000040,0.001030
26.187500,0.999729,0.001030
26.208333,1.000405,0.001030
26.229167,0.999461,0.001030
26.250000,1.003458,0.001030
26.270833,1.000505,0.001030
26.291667,1.000954,0.001030
26.312500,1.002570,0.001030
26.333333,0.999493,0.001030
26.354167,0.999259,0.001030
26.375000,1.000398,0.001030
26.395833,1.000072,0.001030
26.416667,1.001986,0.001030
26.437500,1.001849,0.001030
26.458333,1.003944,0.001030
26.479167,1.003766,0.001030
26.500000,1.000416,0.001030
26.520833,1.001880,0.001030
26.541667,0.999085,0.001030
26.562500,1.000899,0.001030
26.583333,0.999511,0.001030
26.604167,0.999403,0.001030
26.625000,1.000367,0.001030
26.645833,0.997561,0.001030
26.666667,0.998497,0.001030
26.687500,0.999956,0.001030
26.708333,1.000647,0.001030
26.729167,1.001726,0.001030
26.750000,1.003004,0.001030
26.770833,1.002209,0.001030
26.791667,1.000490,0.001030
26.812500,0.999076,0.001030
26.833333,1.001286,0.001030
26.854167,1.003422,0.001030
26.875000,0.998652,0.001030
26.895833,1.001805,0.001030
26.916667,1.000053,0.001030
26.937500,0.999874,0.001030
26.958333,1.000582,0.001030
26.979167,1.003785,0.001030
27.000000,1.000555,0.001030
27.020833,1.000170,0.001030
27.041667,1.000125,0.001030
27.062500,0.998721,0.001030
27.083333,1.000569,0.001030
27.104167,1.000210,0.001030
27.125000,1.000806,0.001030
27.145833,1.000750,0.001030
27.166667,1.002009,0.001030
27.187500,1.001675,0.001030
27.208333,1.004320,0.001030
27.229167,1.002651,0.001030
27.250000,1.003168,0.001030
27.270833,0.999894,0.001030
27.291667,1.002915,0.001030
27.312500,1.000476,0.001030
27.333333,1.002927,0.001030
27.354167,1.000437,0.001030
27.375000,1.000392,0.001030
27.395833,1.001252,0.001030
